movieId_,title,genres,movie_description
2516,Children of the Corn III (1994),Horror,Hello World!
2517,Christine (1983),Horror,Hello World!
2518,Night Shift (1982),Comedy,Hello World!
2525,Alligator (1980),Action|Horror|Sci-Fi,Hello World!
2538,Dancemaker (1998),Documentary,Hello World!
2539,Analyze This (1999),Comedy,Hello World!
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,Hello World!
2541,Cruel Intentions (1999),Drama,Hello World!
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,Hello World!
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,Hello World!
2546,"Deep End of the Ocean, The (1999)",Drama,Hello World!
2548,"Rage: Carrie 2, The (1999)",Horror,Hello World!
2549,Wing Commander (1999),Action|Sci-Fi,Hello World!
2551,Dead Ringers (1988),Drama|Horror|Thriller,Hello World!
2552,My Boyfriend's Back (1993),Comedy,Hello World!
2555,Baby Geniuses (1999),Comedy,Hello World!
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,Hello World!
2558,Forces of Nature (1999),Comedy|Romance,Hello World!
2559,"King and I, The (1999)",Animation|Children,Hello World!
2560,Ravenous (1999),Horror|Thriller,Hello World!
2561,True Crime (1999),Crime|Thriller,Hello World!
2563,Dangerous Beauty (1998),Drama,Hello World!
2566,Doug's 1st Movie (1999),Animation|Children,Hello World!
2567,EDtv (1999),Comedy,Hello World!
2568,"Mod Squad, The (1999)",Action|Crime,Hello World!
2570,"Walk on the Moon, A (1999)",Drama|Romance,Hello World!
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,Hello World!
2572,10 Things I Hate About You (1999),Comedy|Romance,Hello World!
2573,Tango (1998),Drama|Musical,Hello World!
2574,"Out-of-Towners, The (1999)",Comedy,Hello World!
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,Hello World!
2577,Metroland (1997),Comedy|Drama,Hello World!
2579,Following (1998),Crime|Mystery|Thriller,Hello World!
2580,Go (1999),Comedy|Crime,Hello World!
2581,Never Been Kissed (1999),Comedy|Romance,Hello World!
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,Hello World!
2583,Cookie's Fortune (1999),Comedy|Drama,Hello World!
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,Hello World!
2586,Goodbye Lover (1999),Comedy|Crime|Thriller,Hello World!
2587,Life (1999),Comedy|Crime|Drama,Hello World!
2589,Friends & Lovers (1999),Comedy|Drama|Romance,Hello World!
2590,Hideous Kinky (1998),Drama,Hello World!
2593,"Monster, The (Mostro, Il) (1994)",Comedy,Hello World!
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,Hello World!
2596,SLC Punk! (1998),Comedy|Drama,Hello World!
2597,Lost & Found (1999),Comedy|Romance,Hello World!
2598,Pushing Tin (1999),Comedy,Hello World!
2599,Election (1999),Comedy,Hello World!
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,Hello World!
2605,Entrapment (1999),Crime|Thriller,Hello World!
2606,Idle Hands (1999),Comedy|Horror,Hello World!
2607,Get Real (1998),Drama|Romance,Hello World!
2609,"King of Masks, The (Bian Lian) (1996)",Drama,Hello World!
2611,"Winslow Boy, The (1999)",Drama,Hello World!
2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi,Hello World!
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,Hello World!
2615,My Science Project (1985),Adventure|Sci-Fi,Hello World!
2616,Dick Tracy (1990),Action|Crime,Hello World!
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,Hello World!
2618,"Castle, The (1997)",Comedy,Hello World!
2620,This Is My Father (1998),Drama|Romance,Hello World!
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,Hello World!
2623,Trippin' (1999),Comedy,Hello World!
2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy,Hello World!
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,Hello World!
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,Hello World!
2629,"Love Letter, The (1999)",Comedy|Romance,Hello World!
2630,Besieged (a.k.a. L' Assedio) (1998),Drama,Hello World!
2639,Mommie Dearest (1981),Drama,Hello World!
2641,Superman II (1980),Action|Sci-Fi,Hello World!
2642,Superman III (1983),Action|Adventure|Sci-Fi,Hello World!
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,Hello World!
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,Hello World!
2659,It Came from Hollywood (1982),Comedy|Documentary,Hello World!
2668,Swamp Thing (1982),Horror|Sci-Fi,Hello World!
2671,Notting Hill (1999),Comedy|Romance,Hello World!
2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,Hello World!
2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,Hello World!
2676,Instinct (1999),Drama|Thriller,Hello World!
2677,Buena Vista Social Club (1999),Documentary|Musical,Hello World!
2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi,Hello World!
2682,Limbo (1999),Drama,Hello World!
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,Hello World!
2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,Hello World!
2687,Tarzan (1999),Adventure|Animation|Children|Drama,Hello World!
2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,Hello World!
2690,"Ideal Husband, An (1999)",Comedy|Romance,Hello World!
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,Hello World!
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,Hello World!
2693,Trekkies (1997),Documentary,Hello World!
2694,Big Daddy (1999),Comedy,Hello World!
2695,"Boys, The (1998)",Drama,Hello World!
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,Hello World!
2697,My Son the Fanatic (1997),Comedy|Drama|Romance,Hello World!
2698,Zone 39 (1997),Sci-Fi,Hello World!
2699,Arachnophobia (1990),Comedy|Horror,Hello World!
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,Hello World!
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,Hello World!
2702,Summer of Sam (1999),Drama,Hello World!
2706,American Pie (1999),Comedy|Romance,Hello World!
2707,Arlington Road (1999),Thriller,Hello World!
2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,Hello World!
2709,Muppets From Space (1999),Children|Comedy,Hello World!
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,Hello World!
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,Hello World!
2713,Lake Placid (1999),Horror|Thriller,Hello World!
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,Hello World!
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,Hello World!
2718,Drop Dead Gorgeous (1999),Comedy,Hello World!
2719,"Haunting, The (1999)",Horror|Thriller,Hello World!
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,Hello World!
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,Hello World!
2723,Mystery Men (1999),Action|Comedy|Fantasy,Hello World!
2724,Runaway Bride (1999),Comedy|Romance,Hello World!
2725,Twin Falls Idaho (1999),Drama,Hello World!
2733,Vibes (1988),Adventure|Comedy|Romance,Hello World!
2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,Hello World!
2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,Hello World!
2736,Brighton Beach Memoirs (1986),Comedy,Hello World!
2737,Assassination (1987),Action|Drama|Thriller,Hello World!
2738,Crimes of the Heart (1986),Comedy|Drama,Hello World!
2739,"Color Purple, The (1985)",Drama,Hello World!
2740,"Kindred, The (1986)",Horror|Sci-Fi,Hello World!
2741,No Mercy (1986),Action|Crime|Thriller,Hello World!
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,Hello World!
2743,Native Son (1986),Drama,Hello World!
2744,Otello (1986),Drama,Hello World!
2745,"Mission, The (1986)",Drama,Hello World!
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,Hello World!
2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,Hello World!
2749,"Morning After, The (1986)",Drama|Mystery,Hello World!
2750,Radio Days (1987),Comedy|Drama,Hello World!
2751,From the Hip (1987),Comedy|Drama,Hello World!
2752,Outrageous Fortune (1987),Comedy|Mystery,Hello World!
2754,Deadtime Stories (1987),Horror,Hello World!
2757,Frances (1982),Drama,Hello World!
2759,Dick (1999),Comedy,Hello World!
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,Hello World!
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,Hello World!
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,Hello World!
2765,"Acid House, The (1998)",Comedy|Drama,Hello World!
2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,Hello World!
2769,"Yards, The (2000)",Crime|Drama,Hello World!
2770,Bowfinger (1999),Comedy,Hello World!
2771,Brokedown Palace (1999),Drama,Hello World!
2772,Detroit Rock City (1999),Comedy,Hello World!
2774,Better Than Chocolate (1999),Comedy|Romance,Hello World!
2775,Head On (1998),Drama,Hello World!
2786,Haunted Honeymoon (1986),Comedy,Hello World!
2787,Cat's Eye (1985),Horror,Hello World!
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,Hello World!
2791,Airplane! (1980),Comedy,Hello World!
2792,Airplane II: The Sequel (1982),Comedy,Hello World!
2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,Hello World!
2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,Hello World!
2795,National Lampoon's Vacation (1983),Comedy,Hello World!
2796,Funny Farm (1988),Comedy,Hello World!
2797,Big (1988),Comedy|Drama|Fantasy|Romance,Hello World!
2798,Problem Child (1990),Children|Comedy,Hello World!
2799,Problem Child 2 (1991),Comedy,Hello World!
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,Hello World!
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,Hello World!
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,Hello World!
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,Hello World!
2804,"Christmas Story, A (1983)",Children|Comedy,Hello World!
2805,Mickey Blue Eyes (1999),Comedy|Romance,Hello World!
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,Hello World!
2807,Universal Soldier: The Return (1999),Action|Sci-Fi,Hello World!
2808,Universal Soldier (1992),Action|Sci-Fi,Hello World!
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,Hello World!
2812,In Too Deep (1999),Action|Thriller,Hello World!
2813,"Source, The (1999)",Documentary,Hello World!
2815,Iron Eagle (1986),Action|War,Hello World!
2816,Iron Eagle II (1988),Action|War,Hello World!
2817,Aces: Iron Eagle III (1992),Action,Hello World!
2818,Iron Eagle IV (1995),Action|War,Hello World!
2822,Medicine Man (1992),Adventure|Romance,Hello World!
2824,On the Ropes (1999),Documentary|Drama,Hello World!
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,Hello World!
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,Hello World!
2828,Dudley Do-Right (1999),Children|Comedy,Hello World!
2829,"Muse, The (1999)",Comedy,Hello World!
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,Hello World!
2836,Outside Providence (1999),Comedy,Hello World!
2837,Bedrooms & Hallways (1998),Comedy|Romance,Hello World!
2839,West Beirut (West Beyrouth) (1998),Drama,Hello World!
2840,Stigmata (1999),Drama|Thriller,Hello World!
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,Hello World!
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,Hello World!
2844,"Minus Man, The (1999)",Drama|Mystery,Hello World!
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,Hello World!
2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,Hello World!
2852,"Soldier's Story, A (1984)",Drama,Hello World!
2858,American Beauty (1999),Drama|Romance,Hello World!
2859,Stop Making Sense (1984),Documentary|Musical,Hello World!
2860,Blue Streak (1999),Comedy,Hello World!
2861,For Love of the Game (1999),Comedy|Drama,Hello World!
2865,Sugar Town (1999),Comedy,Hello World!
2867,Fright Night (1985),Comedy|Horror|Thriller,Hello World!
2868,Fright Night Part II (1988),Horror,Hello World!
2872,Excalibur (1981),Adventure|Fantasy,Hello World!
2875,Sommersby (1993),Drama|Mystery|Romance,Hello World!
2876,Thumbelina (1994),Animation|Children|Fantasy,Hello World!
2878,Hell Night (1981),Horror,Hello World!
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,Hello World!
2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,Hello World!
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,Hello World!
2882,Jakob the Liar (1999),Drama,Hello World!
2883,Mumford (1999),Comedy|Drama,Hello World!
2884,Dog Park (1998),Comedy|Romance,Hello World!
2885,Guinevere (1999),Drama|Romance,Hello World!
2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,Hello World!
2887,Simon Sez (1999),Action|Comedy,Hello World!
2888,Drive Me Crazy (1999),Comedy|Romance,Hello World!
2889,"Mystery, Alaska (1999)",Comedy|Drama,Hello World!
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,Hello World!
2891,"Happy, Texas (1999)",Comedy,Hello World!
2892,New Rose Hotel (1998),Action|Drama,Hello World!
2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,Hello World!
2894,Romance (1999),Drama|Romance,Hello World!
2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,Hello World!
2898,"Dark Half, The (1993)",Horror|Mystery,Hello World!
2900,Monkey Shines (1988),Horror|Sci-Fi,Hello World!
2902,Psycho II (1983),Horror|Mystery|Thriller,Hello World!
2903,Psycho III (1986),Horror|Thriller,Hello World!
2906,Random Hearts (1999),Drama|Romance,Hello World!
2907,Superstar (1999),Comedy,Hello World!
2908,Boys Don't Cry (1999),Drama,Hello World!
2912,"Limey, The (1999)",Crime|Drama|Thriller,Hello World!
2915,Risky Business (1983),Comedy,Hello World!
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,Hello World!
2917,Body Heat (1981),Crime|Thriller,Hello World!
2918,Ferris Bueller's Day Off (1986),Comedy,Hello World!
2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War,Hello World!
2926,Hairspray (1988),Comedy|Drama,Hello World!
2928,"Razor's Edge, The (1984)",Drama,Hello World!
2929,Reds (1981),Drama|Romance,Hello World!
2930,Return with Honor (1998),Documentary,Hello World!
2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,Hello World!
2942,Flashdance (1983),Drama|Romance,Hello World!
2943,Indochine (1992),Drama|Romance,Hello World!
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,Hello World!
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,Hello World!
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,Hello World!
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,Hello World!
2959,Fight Club (1999),Action|Crime|Drama|Thriller,Hello World!
2961,"Story of Us, The (1999)",Comedy|Drama,Hello World!
2962,Fever Pitch (1997),Comedy|Romance,Hello World!
2964,Julien Donkey-Boy (1999),Drama,Hello World!
2965,"Omega Code, The (1999)",Action,Hello World!
2966,"Straight Story, The (1999)",Adventure|Drama,Hello World!
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,Hello World!
2970,Fitzcarraldo (1982),Adventure|Drama,Hello World!
2972,Red Sorghum (Hong gao liang) (1987),Drama|War,Hello World!
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,Hello World!
2974,Bats (1999),Horror|Thriller,Hello World!
2975,"Best Man, The (1999)",Comedy|Drama,Hello World!
2976,Bringing Out the Dead (1999),Drama,Hello World!
2977,Crazy in Alabama (1999),Comedy|Drama,Hello World!
2978,Three to Tango (1999),Comedy|Romance,Hello World!
2979,Body Shots (1999),Drama,Hello World!
2982,"Guardian, The (1990)",Horror|Thriller,Hello World!
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,Hello World!
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,Hello World!
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,Hello World!
2988,Melvin and Howard (1980),Drama,Hello World!
2989,For Your Eyes Only (1981),Action|Adventure|Thriller,Hello World!
2990,Licence to Kill (1989),Action|Adventure|Thriller,Hello World!
2992,Rawhead Rex (1986),Horror|Thriller,Hello World!
2995,House on Haunted Hill (1999),Horror|Thriller,Hello World!
2996,Music of the Heart (1999),Drama,Hello World!
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,Hello World!
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,Hello World!
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,Hello World!
3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,Hello World!
3004,"Bachelor, The (1999)",Comedy|Romance,Hello World!
3005,"Bone Collector, The (1999)",Thriller,Hello World!
3006,"Insider, The (1999)",Drama|Thriller,Hello World!
3007,American Movie (1999),Documentary,Hello World!
3008,Last Night (1998),Drama|Sci-Fi,Hello World!
3010,Rosetta (1999),Drama,Hello World!
3013,Bride of Re-Animator (1990),Comedy|Horror,Hello World!
3014,Bustin' Loose (1981),Comedy,Hello World!
3016,Creepshow (1982),Horror,Hello World!
3017,Creepshow 2 (1987),Horror,Hello World!
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,Hello World!
3019,Drugstore Cowboy (1989),Crime|Drama,Hello World!
3020,Falling Down (1993),Action|Drama,Hello World!
3021,"Funhouse, The (1981)",Horror,Hello World!
3029,Nighthawks (1981),Action|Drama,Hello World!
3031,Repossessed (1990),Comedy,Hello World!
3033,Spaceballs (1987),Comedy|Sci-Fi,Hello World!
3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,Hello World!
3039,Trading Places (1983),Comedy,Hello World!
3041,Meatballs Part II (1984),Comedy,Hello World!
3042,Meatballs III (1987),Comedy,Hello World!
3043,Meatballs 4 (1992),Comedy,Hello World!
3044,Dead Again (1991),Mystery|Romance|Thriller,Hello World!
3045,Peter's Friends (1992),Comedy|Drama,Hello World!
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,Hello World!
3048,Under the Rainbow (1981),Comedy,Hello World!
3051,Anywhere But Here (1999),Comedy|Drama,Hello World!
3052,Dogma (1999),Adventure|Comedy|Fantasy,Hello World!
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,Hello World!
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,Hello World!
3055,Felicia's Journey (1999),Thriller,Hello World!
3056,Oxygen (1999),Crime|Drama|Thriller,Hello World!
3057,Where's Marlowe? (1998),Comedy,Hello World!
3060,"Commitments, The (1991)",Comedy|Drama|Musical,Hello World!
3063,Poison Ivy (1992),Drama|Thriller,Hello World!
3064,Poison Ivy: New Seduction (1997),Drama|Thriller,Hello World!
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,Hello World!
3068,"Verdict, The (1982)",Drama|Mystery,Hello World!
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,Hello World!
3071,Stand and Deliver (1988),Comedy|Drama,Hello World!
3072,Moonstruck (1987),Comedy|Romance,Hello World!
3077,42 Up (1998),Documentary,Hello World!
3078,Liberty Heights (1999),Drama,Hello World!
3079,Mansfield Park (1999),Comedy|Drama|Romance,Hello World!
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,Hello World!
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,Hello World!
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,Hello World!
3087,Scrooged (1988),Comedy|Fantasy|Romance,Hello World!
3090,Matewan (1987),Drama,Hello World!
3091,Kagemusha (1980),Drama|War,Hello World!
3094,Maurice (1987),Drama|Romance,Hello World!
3098,"Natural, The (1984)",Drama,Hello World!
3100,"River Runs Through It, A (1992)",Drama,Hello World!
3101,Fatal Attraction (1987),Drama|Thriller,Hello World!
3102,Jagged Edge (1985),Crime|Romance|Thriller,Hello World!
3103,Stanley & Iris (1990),Drama|Romance,Hello World!
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller,Hello World!
3105,Awakenings (1990),Drama|Mystery,Hello World!
3106,Come See the Paradise (1990),Drama|Romance,Hello World!
3107,Backdraft (1991),Action|Drama,Hello World!
3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,Hello World!
3109,"River, The (1984)",Drama,Hello World!
3111,Places in the Heart (1984),Drama,Hello World!
3112,'night Mother (1986),Drama,Hello World!
3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,Hello World!
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,Hello World!
3115,Flawless (1999),Drama,Hello World!
3117,Ride with the Devil (1999),Drama|Romance|War,Hello World!
3120,"Distinguished Gentleman, The (1992)",Comedy,Hello World!
3125,"End of the Affair, The (1999)",Drama,Hello World!
3127,Holy Smoke (1999),Comedy|Drama,Hello World!
3129,Sweet and Lowdown (1999),Comedy|Drama,Hello World!
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,Hello World!
3138,Stealing Home (1988),Drama,Hello World!
3141,"Two Jakes, The (1990)",Drama,Hello World!
3142,U2: Rattle and Hum (1988),Documentary|Musical,Hello World!
3145,Cradle Will Rock (1999),Drama,Hello World!
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,Hello World!
3147,"Green Mile, The (1999)",Crime|Drama,Hello World!
3148,"Cider House Rules, The (1999)",Drama,Hello World!
3150,"War Zone, The (1999)",Drama|Thriller,Hello World!
3155,Anna and the King (1999),Drama|Romance,Hello World!
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,Hello World!
3157,Stuart Little (1999),Children|Comedy|Fantasy,Hello World!
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,Hello World!
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,Hello World!
3160,Magnolia (1999),Drama,Hello World!
3161,Onegin (1999),Drama|Romance,Hello World!
3162,Simpatico (1999),Comedy|Drama,Hello World!
3163,Topsy-Turvy (1999),Comedy|Drama|Musical,Hello World!
3165,Boiling Point (1993),Action|Drama,Hello World!
3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller,Hello World!
3173,Any Given Sunday (1999),Drama,Hello World!
3174,Man on the Moon (1999),Comedy|Drama,Hello World!
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,Hello World!
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,Hello World!
3177,Next Friday (2000),Comedy,Hello World!
3178,"Hurricane, The (1999)",Drama,Hello World!
3179,Angela's Ashes (1999),Drama,Hello World!
3181,Titus (1999),Drama,Hello World!
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,Hello World!
3183,"Third Miracle, The (1999)",Drama,Hello World!
3185,Snow Falling on Cedars (1999),Drama,Hello World!
3186,"Girl, Interrupted (1999)",Drama,Hello World!
3189,My Dog Skip (1999),Children|Drama,Hello World!
3190,Supernova (2000),Adventure|Sci-Fi|Thriller,Hello World!
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,Hello World!
3197,"Presidio, The (1988)",Action|Crime|Romance|Thriller,Hello World!
3203,Dead Calm (1989),Thriller,Hello World!
3206,Against All Odds (1984),Romance,Hello World!
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,Hello World!
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,Hello World!
3211,"Cry in the Dark, A (1988)",Drama,Hello World!
3213,Batman: Mask of the Phantasm (1993),Animation|Children,Hello World!
3214,American Flyers (1985),Drama,Hello World!
3219,Pacific Heights (1990),Mystery|Thriller,Hello World!
3221,"Draughtsman's Contract, The (1982)",Drama,Hello World!
3223,"Zed & Two Noughts, A (1985)",Drama,Hello World!
3225,Down to You (2000),Comedy|Romance,Hello World!
3235,Where the Buffalo Roam (1980),Comedy,Hello World!
3238,Eye of the Beholder (1999),Thriller,Hello World!
3240,"Big Tease, The (1999)",Comedy,Hello World!
3241,"Cup, The (Phörpa) (1999)",Comedy,Hello World!
3243,Encino Man (1992),Comedy,Hello World!
3246,Malcolm X (1992),Drama,Hello World!
3247,Sister Act (1992),Comedy|Crime,Hello World!
3248,Sister Act 2: Back in the Habit (1993),Comedy,Hello World!
3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,Hello World!
3250,Alive (1993),Drama,Hello World!
3251,Agnes of God (1985),Drama|Mystery,Hello World!
3252,Scent of a Woman (1992),Drama,Hello World!
3253,Wayne's World (1992),Comedy,Hello World!
3254,Wayne's World 2 (1993),Comedy,Hello World!
3255,"League of Their Own, A (1992)",Comedy|Drama,Hello World!
3256,Patriot Games (1992),Action|Crime|Drama|Thriller,Hello World!
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,Hello World!
3258,Death Becomes Her (1992),Comedy|Fantasy,Hello World!
3259,Far and Away (1992),Adventure|Drama|Romance,Hello World!
3260,Howards End (1992),Drama,Hello World!
3261,Singles (1992),Comedy|Drama|Romance,Hello World!
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,Hello World!
3263,White Men Can't Jump (1992),Comedy|Drama,Hello World!
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,Hello World!
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,Hello World!
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,Hello World!
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western,Hello World!
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,Hello World!
3269,Forever Young (1992),Drama|Romance|Sci-Fi,Hello World!
3270,"Cutting Edge, The (1992)",Comedy|Drama|Romance,Hello World!
3271,Of Mice and Men (1992),Drama,Hello World!
3272,Bad Lieutenant (1992),Crime|Drama,Hello World!
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,Hello World!
3274,Single White Female (1992),Drama|Thriller,Hello World!
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,Hello World!
3276,Gun Shy (2000),Comedy,Hello World!
3281,"Brandon Teena Story, The (1998)",Documentary,Hello World!
3285,"Beach, The (2000)",Adventure|Drama,Hello World!
3286,Snow Day (2000),Comedy,Hello World!
3287,"Tigger Movie, The (2000)",Animation|Children,Hello World!
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,Hello World!
3295,Raining Stones (1993),Drama,Hello World!
3298,Boiler Room (2000),Crime|Drama|Thriller,Hello World!
3299,Hanging Up (2000),Comedy|Drama,Hello World!
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,Hello World!
